"","target_id","pval","qval","b","se_b","mean_obs","var_obs","tech_var","sigma_sq","smooth_sigma_sq","final_sigma_sq","entrez","symbol","chr","start","end","strand","biotype","description"
"26","ENSMUSG00000000538",1.28072844079083e-17,2.09106404590373e-16,0.944888360301167,0.110572526390876,6.11965272981212,0.270298139642603,0.0156802409570375,0.0131389637740087,0.0209986098203452,0.0209986098203452,216810,"Tom1l2","11",60226714,60352905,-1,"protein_coding","target of myb1-like 2 (chicken) [Source:MGI Symbol;Acc:MGI:2443306]"
"27","ENSMUSG00000000560",1.383780519605e-05,6.61076952916521e-05,-1.3905462236027,0.31992916231712,4.26646207443467,0.698371134982838,0.229854125376428,-0.025376661392521,0.0772098813263738,0.0772098813263738,14395,"Gabra2","5",70957597,71095849,-1,"protein_coding","gamma-aminobutyric acid (GABA) A receptor, subunit alpha 2 [Source:MGI Symbol;Acc:MGI:95614]"
"28","ENSMUSG00000000563",0.00220147710702553,0.00681257449522369,-0.336938345847798,0.110052550953069,7.69176387669059,0.0606947489769968,0.001153424125453,0.0351812677883803,0.0176841685748108,0.0351812677883803,11950,"Atp5f1","3",105942698,105960099,-1,"protein_coding","ATP synthase, H+ transporting, mitochondrial F0 complex, subunit B1 [Source:MGI Symbol;Acc:MGI:1100495]"
"29","ENSMUSG00000000567",9.8630203053451e-12,1.00225377456626e-10,1.4499076808301,0.212955916466388,5.97425891003602,0.694306953957178,0.0246064587461013,0.111444208328017,0.0219829271201409,0.111444208328017,20682,"Sox9","11",112782224,112787760,1,"protein_coding","SRY (sex determining region Y)-box 9 [Source:MGI Symbol;Acc:MGI:98371]"
"30","ENSMUSG00000000568",2.28915877656395e-05,0.000105458659971722,-1.21205782397139,0.286224375603195,5.03783573070053,0.601806862072095,0.0717643205379586,0.174008859030359,0.0322630798218262,0.174008859030359,11991,"Hnrnpd","5",99955935,99978938,-1,"protein_coding","heterogeneous nuclear ribonucleoprotein D [Source:MGI Symbol;Acc:MGI:101947]"
"31","ENSMUSG00000000594",3.3783215408415e-10,2.95687172672906e-09,1.15158865170762,0.183364045067623,7.44377013570741,0.454199383366625,0.00310117417662215,0.0977659448940619,0.0176684598258572,0.0977659448940619,14667,"Gm2a","11",55098115,55113029,1,"protein_coding","GM2 ganglioside activator protein [Source:MGI Symbol;Acc:MGI:95762]"
"32","ENSMUSG00000000600",0.00121137946495612,0.00397782421600383,0.360068316844857,0.111263132695439,6.15400455068264,0.0721700408740321,0.0163358994682234,0.0161388395240161,0.020802554623385,0.020802554623385,79264,"Krit1","5",3803184,3845564,1,"protein_coding","KRIT1, ankyrin repeat containing [Source:MGI Symbol;Acc:MGI:1930618]"
"33","ENSMUSG00000000605",3.12108921344342e-10,2.73854174501264e-09,0.654468541893565,0.104005378146141,6.59419396942198,0.13035748653864,0.013318630852913,0.000795188116433414,0.0191327251970525,0.0191327251970525,12727,"Clcn4","7",7282309,7300851,-1,"protein_coding","chloride channel, voltage-sensitive 4 [Source:MGI Symbol;Acc:MGI:104571]"
"34","ENSMUSG00000000631",0.00280927830678492,0.00848450276602811,-0.427091539743623,0.142941746011318,7.54240299973174,0.109735870062109,0.0228264805933333,0.0384705476649594,0.0176507743935997,0.0384705476649594,360013,"Myo18a","11",77763246,77865980,1,"protein_coding","myosin XVIIIA [Source:MGI Symbol;Acc:MGI:2667185]"
"35","ENSMUSG00000000708",0.000303229640985372,0.00113110362237692,0.714942748405561,0.197906647318113,4.15790404941425,0.192024089119019,0.0258290150735124,0.0373124136195023,0.091672108084576,0.091672108084576,18519,"Kat2b","17",53566861,53672720,1,"protein_coding","K(lysine) acetyltransferase 2B [Source:MGI Symbol;Acc:MGI:1343094]"
"36","ENSMUSG00000000711",2.80094613361747e-17,4.45933437607832e-16,0.813866937532962,0.0962634422989286,6.89135705901578,0.206294102863471,0.00333974333895424,0.0244602076307632,0.0183535567452531,0.0244602076307632,19344,"Rab5b","10",128677175,128696264,-1,"protein_coding","RAB5B, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:105938]"
"37","ENSMUSG00000000740",9.91066098704862e-29,3.55823068193169e-27,-0.952293899221268,0.0856299094392194,8.58513419063874,0.258122420203637,0.00250310855002211,0.0106727650108177,0.0194943356216846,0.0194943356216846,270106,"Rpl13","8",123102350,123105244,1,"protein_coding","ribosomal protein L13 [Source:MGI Symbol;Acc:MGI:105922]"
"38","ENSMUSG00000000743",1.14042848693653e-06,6.46671656935724e-06,0.426437079707942,0.0876411671075227,6.47512206593772,0.0596679902886697,0.00355612470077258,0.0063448383543208,0.0194867978151336,0.0194867978151336,234852,"Chmp1a","8",123204264,123212763,-1,"protein_coding","charged multivesicular body protein 1A [Source:MGI Symbol;Acc:MGI:1920159]"
"39","ENSMUSG00000000751",6.76928712325683e-06,3.40862064303101e-05,-0.383210757143434,0.0851424940888149,7.54956221664043,0.0458471049058943,0.00409701499695747,0.00128082919456513,0.0176507179020342,0.0176507179020342,68275,"Rpa1","11",75298166,75348324,-1,"protein_coding","replication protein A1 [Source:MGI Symbol;Acc:MGI:1915525]"
"40","ENSMUSG00000000753",6.9169627098227e-10,5.85383843524021e-09,-2.92666482206456,0.474493546779363,2.87140554798676,2.96776352840863,0.14732355943942,0.528108818366358,0.502333640813396,0.528108818366358,20317,"Serpinf1","11",75409769,75422701,-1,"protein_coding","serine (or cysteine) peptidase inhibitor, clade F, member 1 [Source:MGI Symbol;Acc:MGI:108080]"
"41","ENSMUSG00000000827",9.00170317641587e-09,6.61221140422113e-08,0.5434847854504,0.0945430889617395,6.31735597691878,0.103370211961866,0.00677637210769545,0.018637214836223,0.0200388149035867,0.0200388149035867,66314,"Tpd52l2","2",181497142,181517966,1,"protein_coding","tumor protein D52-like 2 [Source:MGI Symbol;Acc:MGI:1913564]"
"42","ENSMUSG00000000838",8.36902615988443e-18,1.38084025995561e-16,-0.9341457777181,0.108692192449522,6.03203286117289,0.268718980441917,0.0105461444953825,0.0248958336030695,0.0215692741232911,0.0248958336030695,14265,"Fmr1","X",68678541,68717963,1,"protein_coding","fragile X mental retardation syndrome 1 [Source:MGI Symbol;Acc:MGI:95564]"
"43","ENSMUSG00000000901",6.77893720203741e-07,3.97528175756144e-06,2.69031756007131,0.541573767809464,2.45851462237962,2.87925660920719,0.105194168592282,0.774712269345734,0.649133015023765,0.774712269345734,17385,"Mmp11","10",75923222,75936496,-1,"protein_coding","matrix metallopeptidase 11 [Source:MGI Symbol;Acc:MGI:97008]"
"44","ENSMUSG00000000915",1.92273341212541e-09,1.54015651919482e-08,1.56019029778168,0.259849666878134,3.95086793526296,0.757169441900968,0.0717786057999351,0.0377657678663195,0.130786942330097,0.130786942330097,29816,"Hip1r","5",123973628,124005558,1,"protein_coding","huntingtin interacting protein 1 related [Source:MGI Symbol;Acc:MGI:1352504]"
"45","ENSMUSG00000001016",4.87892451902977e-06,2.52913383723112e-05,-0.400051761844133,0.087540063260321,6.89721943026025,0.0521845550878982,0.00464882508048953,0.00346001423970604,0.0183409629463735,0.0183409629463735,67781,"Ilf2","3",90476126,90488379,1,"protein_coding","interleukin enhancer binding factor 2 [Source:MGI Symbol;Acc:MGI:1915031]"
"46","ENSMUSG00000001018",3.02928838800974e-15,4.08765146431919e-14,0.753036462909958,0.0954455877298782,6.39262582734042,0.173133518648598,0.00757074601691263,0.0145318426941174,0.019758834634393,0.019758834634393,20615,"Snapin","3",90488026,90491033,-1,"protein_coding","SNAP-associated protein [Source:MGI Symbol;Acc:MGI:1333745]"
"47","ENSMUSG00000001020",1.49038153769075e-12,1.62854268334314e-11,1.95551686763714,0.276383239986507,4.03150375951568,1.20012988442907,0.11553330527159,0.0759268433013296,0.113629780764728,0.113629780764728,20198,"S100a4","3",90603771,90606045,1,"protein_coding","S100 calcium binding protein A4 [Source:MGI Symbol;Acc:MGI:1330282]"
"48","ENSMUSG00000001025",5.70869838546218e-33,2.66040467142367e-31,3.14636092804157,0.263058524355355,5.34982688251474,2.88036426847011,0.180153111580785,0.0220363972452838,0.0274462501272658,0.0274462501272658,20200,"S100a6","3",90612882,90624181,1,"protein_coding","S100 calcium binding protein A6 (calcyclin) [Source:MGI Symbol;Acc:MGI:1339467]"
"49","ENSMUSG00000001036",8.67991858260148e-27,2.7207388448003e-25,-1.14462406332219,0.106827032582764,5.91630271120716,0.385434299124219,0.00896514712029191,0.025270897551025,0.0223516055032755,0.025270897551025,13855,"Epn2","11",61517249,61579687,-1,"protein_coding","epsin 2 [Source:MGI Symbol;Acc:MGI:1333766]"
"50","ENSMUSG00000001039",7.98865921693794e-09,5.8895961141532e-08,0.787244363444239,0.136468305860249,5.14408220204989,0.193870518705365,0.0259118042431883,0.00373999545381392,0.029958991269911,0.029958991269911,27078,"B9d1","11",61505144,61512931,1,"protein_coding","B9 protein domain 1 [Source:MGI Symbol;Acc:MGI:1351471]"
"51","ENSMUSG00000001053",0.000460369783879464,0.00165582528451816,-1.50117271486571,0.428561853278615,3.09629728314172,0.683195560519205,0.126502251851868,-0.0446631476888439,0.424493534404935,0.424493534404935,212706,"N4bp3","11",51643063,51650842,-1,"protein_coding","NEDD4 binding protein 3 [Source:MGI Symbol;Acc:MGI:2442218]"
"52","ENSMUSG00000001056",4.17332991745244e-10,3.61448893896773e-09,-0.572752564508366,0.0916785029231009,6.38190537642969,0.109351206539029,0.00541824035955923,0.0188772098115515,0.0197966033351038,0.0197966033351038,52530,"Nhp2","11",51619735,51623714,1,"protein_coding","NHP2 ribonucleoprotein [Source:MGI Symbol;Acc:MGI:1098547]"
"53","ENSMUSG00000001082",0.00216529452797658,0.00671241303672739,-0.750204406781185,0.244639511763878,4.25894969336746,0.232114800128025,0.101455668817989,-0.0123199610192216,0.0780898033302171,0.0780898033302171,68294,"Mfsd10","5",34633642,34637212,-1,"protein_coding","major facilitator superfamily domain containing 10 [Source:MGI Symbol;Acc:MGI:1915544]"
"54","ENSMUSG00000001098",0.000325576530751984,0.00120901427277135,0.34865127445559,0.0970078918072769,5.82765989655665,0.0431724750030209,0.00536621120682249,0.00177987241264348,0.0228653820118545,0.0228653820118545,330171,"Kctd10","5",114363567,114380508,-1,"protein_coding","potassium channel tetramerisation domain containing 10 [Source:MGI Symbol;Acc:MGI:2141207]"
"55","ENSMUSG00000001100",2.29091638869085e-12,2.45749674195389e-11,0.720526080347308,0.102704553820076,6.46405379229544,0.167573945078365,0.0025223378153004,0.0291223383108426,0.0195216364319163,0.0291223383108426,67811,"Poldip2","11",78512193,78522736,1,"protein_coding","polymerase (DNA-directed), delta interacting protein 2 [Source:MGI Symbol;Acc:MGI:1915061]"
"56","ENSMUSG00000001105",6.37308095877487e-08,4.25496875777028e-07,0.672931331330491,0.124432464202931,5.81550028560818,0.166376072714091,0.0200781500155715,0.0263721644272695,0.022935202909684,0.0263721644272695,55978,"Ift20","11",78536361,78541737,1,"protein_coding","intraflagellar transport 20 [Source:MGI Symbol;Acc:MGI:1915585]"
"57","ENSMUSG00000001211",4.53341200467212e-29,1.67462573631904e-27,1.04072240158582,0.0929996732540363,6.56755161546637,0.304527852217935,0.00673721813299798,0.00431667853934266,0.0192095995430746,0.0192095995430746,28169,"Agpat3","10",78269178,78352489,-1,"protein_coding","1-acylglycerol-3-phosphate O-acyltransferase 3 [Source:MGI Symbol;Acc:MGI:1336186]"
"58","ENSMUSG00000001225",1.93357198536157e-07,1.21487018401691e-06,2.9101624064997,0.559043168204951,2.2289146429091,2.99796859170505,0.217359475556336,0.577652555544851,0.720228316193552,0.720228316193552,13487,"Slc26a3","12",31390871,31473917,1,"protein_coding","solute carrier family 26, member 3 [Source:MGI Symbol;Acc:MGI:107181]"
"59","ENSMUSG00000001228",1.68855571337424e-24,4.44200618879047e-23,-2.77595175979333,0.271736905887201,6.10651864200724,2.28952916907544,0.0392809151462283,0.18224192291722,0.0210774502951826,0.18224192291722,18140,"Uhrf1","17",56303321,56323486,1,"protein_coding","ubiquitin-like, containing PHD and RING finger domains, 1 [Source:MGI Symbol;Acc:MGI:1338889]"
"60","ENSMUSG00000001248",0.00317779099262162,0.00945144345523175,-0.574161153250569,0.194631231029428,4.47329866967623,0.182288969627681,0.0553267946128826,0.0570617108002625,0.0583171536632092,0.0583171536632092,52857,"Gramd1a","7",31130127,31155896,-1,"protein_coding","GRAM domain containing 1A [Source:MGI Symbol;Acc:MGI:105490]"
"61","ENSMUSG00000001260",2.99732949538032e-07,1.84802024829379e-06,-0.943989207881818,0.184242812469571,6.62963578451306,0.326373209126781,0.00792534609725457,0.0939108957428381,0.0190313258839725,0.0939108957428381,14405,"Gabrg1","5",70751047,70842617,-1,"protein_coding","gamma-aminobutyric acid (GABA) A receptor, subunit gamma 1 [Source:MGI Symbol;Acc:MGI:103156]"
"62","ENSMUSG00000001285",0.00254428355498242,0.00775910005478278,-0.375782699956485,0.124512807336335,5.29508453290985,0.0557753344521122,0.0185039003269806,0.00255652840123145,0.0280064172453455,0.0280064172453455,60315,"Myg1","15",102331709,102338139,1,"protein_coding","melanocyte proliferating gene 1 [Source:MGI Symbol;Acc:MGI:1929864]"
"63","ENSMUSG00000001300",1.10258594441296e-10,1.01556247262225e-09,-1.9429524269743,0.301131546735308,4.27269813249061,1.25585307528624,0.151565782576062,0.120474842741534,0.0764925327629221,0.120474842741534,13642,"Efnb2","8",8617434,8661242,-1,"protein_coding","ephrin B2 [Source:MGI Symbol;Acc:MGI:105097]"
"64","ENSMUSG00000001313",3.88686524251154e-16,5.6164005567872e-15,1.5121003181948,0.185715264530195,5.42890166424555,0.68468671877543,0.0768701444364831,-0.0032886930410638,0.026600334002078,0.026600334002078,11858,"Rnd2","11",101464999,101471853,1,"protein_coding","Rho family GTPase 2 [Source:MGI Symbol;Acc:MGI:1338755]"
"65","ENSMUSG00000001323",3.56725130634816e-09,2.74647127382625e-08,0.907270066098144,0.153693727669498,6.25298351176457,0.291337297511273,0.0281366110612821,0.0427286747135552,0.0203104252782902,0.0427286747135552,27364,"Srr","11",74906359,74925948,-1,"protein_coding","serine racemase [Source:MGI Symbol;Acc:MGI:1351636]"
"66","ENSMUSG00000001333",9.01570881508633e-08,5.88803182661369e-07,3.09731883410486,0.579423135079961,2.56707682128717,3.52157916108545,0.0451483540318181,0.962045154365854,0.611628691076661,0.962045154365854,68828,"Sync","4",129287617,129308559,1,"protein_coding","syncoilin [Source:MGI Symbol;Acc:MGI:1916078]"
"67","ENSMUSG00000001334",2.7499136756639e-12,2.92534278694585e-11,2.06063799481744,0.294800258776819,5.16578476489128,1.24368911967491,0.231112680254537,-0.134117590797349,0.0296088974701025,0.0296088974701025,384061,"Fndc5","4",129136999,129144593,1,"protein_coding","fibronectin type III domain containing 5 [Source:MGI Symbol;Acc:MGI:1917614]"
"68","ENSMUSG00000001383",0.00261844150078558,0.00797316003506194,0.285320350837742,0.0948126347025003,6.43162672816894,0.0419589571190368,0.00734185430824527,0.0168025888362756,0.019626452789444,0.019626452789444,66492,"Zmat2","18",36793923,36799660,1,"protein_coding","zinc finger, matrin type 2 [Source:MGI Symbol;Acc:MGI:1913742]"
"69","ENSMUSG00000001403",4.43153335717713e-34,2.22747858817539e-32,-3.22958963095384,0.265349365241917,5.63340914832731,3.03783220344337,0.0903505846843167,0.120880272218548,0.0241859042508933,0.120880272218548,68612,"Ube2c","2",164769898,164778822,1,"protein_coding","ubiquitin-conjugating enzyme E2C [Source:MGI Symbol;Acc:MGI:1915862]"
"70","ENSMUSG00000001416",5.48683127856859e-08,3.69304942202651e-07,-0.448565421939694,0.0825362861013502,8.13903124578872,0.0605821611628675,0.00220714724318859,0.00413467733014328,0.0182295683270232,0.0182295683270232,12462,"Cct3","3",88297116,88321767,1,"protein_coding","chaperonin containing Tcp1, subunit 3 (gamma) [Source:MGI Symbol;Acc:MGI:104708]"
"71","ENSMUSG00000001418",0.000321987850385169,0.00119631916745535,0.585371218290597,0.162741634133376,6.32274812067792,0.162969673658967,0.0167711799719821,0.0626833384692226,0.0200175191910683,0.0626833384692226,56700,"Glmp","3",88325023,88331313,1,"protein_coding","glycosylated lysosomal membrane protein [Source:MGI Symbol;Acc:MGI:1913318]"
"72","ENSMUSG00000001424",4.89547048990488e-06,2.53584290301514e-05,-0.838237204846295,0.18345309401159,4.92904152695613,0.294515540280284,0.0114762661347728,0.0894888469725031,0.0356758302736511,0.0894888469725031,56463,"Snd1","6",28475139,28935162,1,"protein_coding","staphylococcal nuclease and tudor domain containing 1 [Source:MGI Symbol;Acc:MGI:1929266]"
"73","ENSMUSG00000001435",8.38072050676729e-11,7.79753302051848e-10,-1.91162956161871,0.294386559765578,4.7161115031948,1.14365014068548,0.21587598295585,-0.0922330349768484,0.0441143567559866,0.0441143567559866,12822,"Col18a1","10",77052178,77166548,-1,"protein_coding","collagen, type XVIII, alpha 1 [Source:MGI Symbol;Acc:MGI:88451]"
"74","ENSMUSG00000001440",2.04995642463841e-08,1.4375230054988e-07,-0.498303714628842,0.0888601226742843,6.32865954044993,0.0823093212026085,0.00369395431993027,0.0102129057562578,0.0199944098851363,0.0199944098851363,16211,"Kpnb1","11",97159714,97187881,-1,"protein_coding","karyopherin (importin) beta 1 [Source:MGI Symbol;Acc:MGI:107532]"
"75","ENSMUSG00000001441",4.29332192964007e-07,2.59220132294098e-06,0.579855206805075,0.114698576134967,5.49123707065038,0.119772540562868,0.0136548499210883,0.0200321795409932,0.0258124401810778,0.0258124401810778,19155,"Npepps","11",97205842,97280638,-1,"protein_coding","aminopeptidase puromycin sensitive [Source:MGI Symbol;Acc:MGI:1101358]"
"76","ENSMUSG00000001467",2.1392722822291e-06,1.1615786304048e-05,-0.484621632197941,0.10224512299016,6.2134267027317,0.0898520270744944,0.00573991499076035,0.0256222805350582,0.0204951784321023,0.0256222805350582,13121,"Cyp51","5",4081145,4104746,-1,"protein_coding","cytochrome P450, family 51 [Source:MGI Symbol;Acc:MGI:106040]"
"77","ENSMUSG00000001472",6.81488059431279e-08,4.52418063605463e-07,0.495944290799926,0.0919098794650869,7.60284426880226,0.0736675229690604,0.00768674942325247,0.000266681440351435,0.017655528406608,0.017655528406608,66855,"Tcf25","8",123373753,123403835,1,"protein_coding","transcription factor 25 (basic helix-loop-helix) [Source:MGI Symbol;Acc:MGI:1914105]"
"78","ENSMUSG00000001473",1.38744350884755e-25,3.95280970516608e-24,-1.34055905570864,0.128219683128416,6.76293138662781,0.535944201845645,0.00399987531717007,0.0453209861074841,0.0186591770856591,0.0453209861074841,67951,"Tubb6","18",67390717,67402748,1,"protein_coding","tubulin, beta 6 class V [Source:MGI Symbol;Acc:MGI:1915201]"
"79","ENSMUSG00000001507",1.40648029500888e-07,8.96503789490714e-07,3.08889617264817,0.586751814015248,3.52504536392221,3.59857439826041,0.0889852038869382,0.943847869863613,0.263003451602792,0.943847869863613,16400,"Itga3","11",95044474,95076801,-1,"protein_coding","integrin alpha 3 [Source:MGI Symbol;Acc:MGI:96602]"
